ts	phase	decision	why	evidence	result
2026-09-01T06:52:00Z	contract	limited this PR to request-local reachability attribution	the next optimization must target measured graph work rather than infer cost from the outer phase	Bead genes-f8vc.5	no algorithm, cache, output, or ordinary-build change
2026-09-01T06:52:00Z	pre-evidence	selected reachability as the remaining planning owner	the scale reports preserved exact output after direct-binding and Writer changes while reachability remained material	/private/tmp/genes-scale-class-emission-contended.json; /private/tmp/genes-scale-writer-index-contended.json	236ms cold and 335ms warm in genes.plan.reachability; contended wall time is not a baseline
2026-09-01T06:55:00Z	instrumentation	split roots, expansion, runtime edges, and type edges under the existing reachability timer	these finite request-local phases distinguish root policy, graph traversal, and the two typed dependency collectors	src/genes/Generator.hx; src/genes/DependencyPlanBuilder.hx	timers compile only with genes.compile_stage_profile
2026-09-01T06:56:00Z	red-proof	required the finite expand, runtime-edge, and type-edge timing owners	the parent scale report exposes only the aggregate reachability row and cannot identify an optimization owner	jq exact-ID check against /private/tmp/genes-scale-writer-index-contended.json	failed exactly with false and exit 1 because all three child rows were absent
2026-09-01T07:08:00Z	focused-green	accepted the reachability timer hierarchy for scale attribution	the focused owner must preserve cold/warm, timed/untimed, both-profile, and strict-TypeScript behavior before measuring scale	taskpolicy -b nice -n 10 yarn test:compile-stage-report	passed in 110.28s, including the faster absent method-signature row case
2026-09-01T07:14:00Z	scale-attribution	selected TypeScript type-edge collection as the next optimization owner	it is the largest finite reachability substage in both cold and warm samples	/private/tmp/genes-scale-reachability-contended.json	typeEdges 288/491ms cold and 211/372ms warm; runtimeEdges 173/136ms; the pair explains 94%; output SHA remained c82bb8411973697cd5aaea9441214d4da830f07857130e6ae0cc611c9687c36e
2026-09-01T13:56:27Z	rebase	rebased the reachability attribution onto corrected Writer head bb68e570	the old Writer commit was superseded by its reviewed amended parent and must not replay	git rebase perf/index-writer-newlines; child head 41ebff59 before documentation amend	one reachability commit remains above the corrected parent
2026-09-01T13:56:27Z	architecture	added reachability timing owners to the architecture map	the prior map named only class timers and omitted the new benchmark-only phase boundary	docs/ARCHITECTURE.md; taskpolicy -b nice -n 10 yarn test:compile-stage-report; yarn test:agent-guides	compile-stage report passed in 86.27s; 7 linked guides passed
2026-09-01T20:19:24Z	rebase	integrated the corrected Haxe timing fields into the reachability assertion	the parent schema and child hierarchy changed the same focused test block	scripts/test-compile-stage-report.ts; git range-diff bb68e570..380219f9 6d16d05b..b1788419	reachability instrumentation remained unchanged and assertions now use haxeReportedSeconds fields
2026-09-01T20:19:24Z	graph-observability	increased the small control from four to sixteen linked modules	the faster stack moved the runtime-edge aggregate below Haxe's zero-row boundary and method count cannot exercise graph traversal	nice -n 10 yarn test:compile-stage-report	first rebased run failed with no runtimeEdges row; the sixteen-module control passed in 15.71s with cold/warm and both-profile identity
